DRG Definition	Provider Id	Provider Name	Provider Street Address	Provider City	Provider State	Provider Zip Code	Hospital Referral Region Description	 Total Discharges 	 Average Covered Charges    Average Total Payments 	Average Medicare Payments
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	230030	MIDMICHIGAN MEDICAL CENTER-GRATIOT	300 E WARWICK DR	ALMA	MI	48801	MI - Lansing	16	$13,036.25 	$9,285.37 	$8,513.12 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	230031	ST JOSEPH MERCY PORT HURON	2601 ELECTRIC AVENUE	PORT HURON	MI	48060	MI - Detroit	45	$12,606.44 	$6,626.68 	$5,427.93 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	230035	SPECTRUM HEALTH UNITED MEMORIAL - UNITED CAMPUS	615 S BOWER STREET	GREENVILLE	MI	48838	MI - Grand Rapids	13	$11,913.00 	$6,700.76 	$5,917.07 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	230036	ALPENA REGIONAL MEDICAL CENTER	1501 W CHISHOLM ST	ALPENA	MI	49707	MI - Saginaw	17	$22,266.05 	$7,711.88 	$6,916.58 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	230038	SPECTRUM HEALTH - BUTTERWORTH CAMPUS	100 MICHIGAN ST NE	GRAND RAPIDS	MI	49503	MI - Grand Rapids	149	$15,623.36 	$8,403.65 	$7,403.10 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	230040	PENNOCK HOSPITAL	1009 W GREEN ST	HASTINGS	MI	49058	MI - Grand Rapids	19	$10,387.15 	$6,928.26 	$5,985.10 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	230041	MCLAREN BAY REGION	1900 COLUMBUS AVE	BAY CITY	MI	48708	MI - Saginaw	67	$22,627.34 	$6,610.62 	$5,687.10 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	230046	UNIVERSITY OF MICHIGAN HEALTH SYSTEM	1500 E MEDICAL CENTER DRIVE, SPC 5474	ANN ARBOR	MI	48109	MI - Ann Arbor	71	$38,730.43 	$12,405.61 	$10,828.81 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	230047	HENRY FORD MACOMB HOSPITAL	15855 NINETEEN MILE RD	CLINTON TOWNSHI	MI	48038	MI - Detroit	108	$15,929.23 	$7,395.62 	$5,988.63 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	230053	HENRY FORD HOSPITAL	2799 W GRAND BLVD	DETROIT	MI	48202	MI - Detroit	129	$34,296.87 	$10,654.53 	$9,660.47 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	230054	MARQUETTE GENERAL HOSPITAL	420 W MAGNETIC	MARQUETTE	MI	49855	MI - Marquette	37	$12,362.18 	$7,750.70 	$6,869.51 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	230055	DICKINSON COUNTY MEMORIAL HOSPITAL	1721 S STEPHENSON AVE	IRON MOUNTAIN	MI	49801	WI - Green Bay	16	$18,536.75 	$6,830.00 	$6,132.50 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	230058	MERCY HOSPITAL - GRAYLING	1100 E MICHIGAN AVE	GRAYLING	MI	49738	MI - Traverse City	15	$14,113.80 	$6,796.86 	$5,824.33 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	230059	SAINT MARY'S HEALTH CARE	200 JEFFERSON AVENUE SE	GRAND RAPIDS	MI	49503	MI - Grand Rapids	45	$11,955.00 	$8,113.77 	$7,239.73 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	230066	MERCY HEALTH PARTNERS, HACKLEY CAMPUS	1700 CLINTON STREET	MUSKEGON	MI	49442	MI - Muskegon	56	$11,460.67 	$7,200.23 	$5,837.21 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	230069	SAINT JOSEPH MERCY LIVINGSTON HOSPITAL	620 BYRON RD	HOWELL	MI	48843	MI - Ann Arbor	16	$18,005.50 	$7,569.12 	$6,447.12 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	230070	COVENANT MEDICAL CENTER, INC	1447 N HARRISON	SAGINAW	MI	48602	MI - Saginaw	89	$18,345.76 	$7,339.05 	$6,430.47 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	230072	HOLLAND COMMUNITY HOSPITAL	602 MICHIGAN AVE	HOLLAND	MI	49423	MI - Grand Rapids	19	$12,222.73 	$6,909.10 	$5,903.00 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	230075	BRONSON BATTLE CREEK HOSPITAL	300 NORTH AVENUE	BATTLE CREEK	MI	49017	MI - Kalamazoo	29	$14,806.10 	$7,107.62 	$6,189.37 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	230077	ST MARY'S OF MICHIGAN MEDICAL CENTER	800 S WASHINGTON AVENU	SAGINAW	MI	48601	MI - Saginaw	72	$29,772.36 	$7,889.98 	$6,689.79 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	230080	CENTRAL MICHIGAN COMMUNITY HOSPITAL	1221 SOUTH DRIVE	MOUNT PLEASANT	MI	48858	MI - Lansing	18	$15,415.44 	$5,956.11 	$4,575.61 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	230081	MERCY HOSPITAL - CADILLAC	400 HOBART ST	CADILLAC	MI	49601	MI - Grand Rapids	19	$13,472.05 	$6,720.89 	$5,711.42 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	230089	BEAUMONT HOSPITAL, GROSSE POINTE	468 CADIEUX RD	GROSSE POINTE	MI	48230	MI - Detroit	26	$15,211.69 	$6,663.69 	$5,311.84 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	230092	ALLEGIANCE HEALTH	205 N EAST AVE	JACKSON	MI	49201	MI - Ann Arbor	77	$21,578.06 	$7,146.92 	$5,661.12 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	230093	MECOSTA COUNTY MEDICAL CENTER	605 OAK STREET	BIG RAPIDS	MI	49307	MI - Grand Rapids	12	$7,024.08 	$6,881.33 	$6,226.33 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	230097	MUNSON MEDICAL CENTER	1105 SIXTH STREET	TRAVERSE CITY	MI	49684	MI - Traverse City	90	$20,379.07 	$7,962.85 	$6,984.51 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	230099	MERCY MEMORIAL HOSPITAL SYSTEM	718 N MACOMB ST	MONROE	MI	48162	OH - Toledo	39	$17,985.53 	$6,960.46 	$5,876.15 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	230104	HARPER UNIVERSITY HOSPITAL	3990 JOHN R STREET	DETROIT	MI	48201	MI - Detroit	36	$22,160.22 	$12,210.86 	$11,156.75 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	230105	NORTHERN MICHIGAN REGIONAL HOSPITAL	416 CONNABLE AVE	PETOSKEY	MI	49770	MI - Petoskey	51	$14,978.09 	$7,412.23 	$6,507.21 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	230106	SPECTRUM HEALTH GERBER MEMORIAL	212 S SULLIVAN ST	FREMONT	MI	49412	MI - Grand Rapids	13	$14,575.61 	$6,874.23 	$5,484.53 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	230110	MEMORIAL MEDICAL CENTER OF WEST MICHIGAN	1 N ATKINSON DRIVE	LUDINGTON	MI	49431	MI - Muskegon	14	$13,313.78 	$7,768.00 	$6,804.57 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	230117	BORGESS MEDICAL CENTER	1521 GULL ROAD	KALAMAZOO	MI	49048	MI - Kalamazoo	98	$23,557.13 	$8,066.70 	$7,012.50 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	230121	MEMORIAL HEALTHCARE	826 WEST KING STREET	OWOSSO	MI	48867	MI - Lansing	14	$21,047.14 	$7,213.85 	$6,088.71 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	230130	WILLIAM BEAUMONT HOSPITAL	3601 W THIRTEEN MILE RD	ROYAL OAK	MI	48073	MI - Royal Oak	197	$25,443.24 	$8,597.47 	$7,433.43 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	230132	HURLEY MEDICAL CENTER	ONE HURLEY PLAZA	FLINT	MI	48503	MI - Flint	33	$30,289.39 	$11,386.24 	$9,791.90 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	230133	OTSEGO MEMORIAL HOSPITAL	825 N CENTER AVE	GAYLORD	MI	49735	MI - Petoskey	15	$8,669.80 	$7,170.80 	$6,116.40 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	230141	MCLAREN FLINT	401 S BALLENGER HIGHWAY	FLINT	MI	48532	MI - Flint	111	$20,126.48 	$8,363.82 	$7,435.42 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	230142	OAKWOOD ANNAPOLIS HOSPITAL	33155 ANNAPOLIS AVE	WAYNE	MI	48184	MI - Ann Arbor	29	$20,754.89 	$7,419.82 	$6,470.10 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	230146	HENRY FORD WYANDOTTE HOSPITAL	2333 BIDDLE AVE	WYANDOTTE	MI	48192	MI - Dearborn	64	$16,374.54 	$7,066.37 	$6,249.45 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	230151	BOTSFORD HOSPITAL	28050 GRAND RIVER AVENUE	FARMINGTON HILL	MI	48336	MI - Ann Arbor	67	$15,739.14 	$9,426.40 	$8,572.37 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	230156	ST JOSEPH MERCY HOSPITAL	5301 E HURON RIVER DR	ANN ARBOR	MI	48106	MI - Ann Arbor	120	$16,580.59 	$7,587.99 	$6,201.07 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	230165	ST JOHN HOSPITAL AND MEDICAL CENTER	22101 MOROSS RD	DETROIT	MI	48236	MI - Detroit	160	$22,660.31 	$8,994.91 	$8,062.13 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	230167	MCLAREN - GREATER LANSING	401 W GREENLAWN AVE	LANSING	MI	48910	MI - Lansing	51	$25,941.74 	$8,014.82 	$7,137.01 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	230176	OAKWOOD SOUTHSHORE MEDICAL CENTER	5450 FORT STREET	TRENTON	MI	48183	MI - Dearborn	31	$23,469.19 	$7,731.80 	$6,751.03 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	230180	MIDMICHIGAN MEDICAL CENTER-CLARE	703 N MCEWAN ST	CLARE	MI	48617	MI - Lansing	14	$12,364.21 	$6,506.00 	$5,704.28 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	230193	LAPEER REGIONAL MEDICAL CENTER	1375 N MAIN ST	LAPEER	MI	48446	MI - Flint	15	$17,205.80 	$6,671.06 	$5,702.80 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	230195	ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER	11800 EAST TWELVE MILE ROAD	WARREN	MI	48093	MI - Detroit	97	$21,366.44 	$7,586.77 	$6,535.00 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	230197	GENESYS REGIONAL MEDICAL CENTER - HEALTH PARK	ONE GENESYS PARKWAY	GRAND BLANC	MI	48439	MI - Flint	127	$18,216.59 	$8,751.00 	$7,762.69 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	230207	MCLAREN OAKLAND	50 NORTH PERRY	PONTIAC	MI	48342	MI - Pontiac	17	$17,616.94 	$10,633.64 	$9,642.35 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	230208	CARSON CITY HOSPITAL	406 EAST ELM ST	CARSON CITY	MI	48811	MI - Lansing	12	$9,962.66 	$8,468.83 	$7,533.50 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	230216	PORT HURON HOSPITAL	1221 PINE GROVE AVE	PORT HURON	MI	48060	MI - Detroit	65	$18,684.70 	$6,917.90 	$5,821.16 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	230222	MIDMICHIGAN MEDICAL CENTER-MIDLAND	4000 WELLNESS DRIVE	MIDLAND	MI	48670	MI - Saginaw	45	$14,295.88 	$7,499.11 	$6,576.17 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	230227	MOUNT CLEMENS REGIONAL MEDICAL CENTER	1000 HARRINGTON BLVD	MOUNT CLEMENS	MI	48043	MI - Detroit	57	$13,717.31 	$7,280.05 	$6,433.38 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	230230	EDWARD W SPARROW HOSPITAL	1215 E MICHIGAN AVENUE	LANSING	MI	48912	MI - Lansing	82	$34,388.29 	$8,596.57 	$7,774.52 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	230236	METRO HEALTH HOSPITAL	5900 BYRON CENTER AVENUE, SW	WYOMING	MI	49519	MI - Grand Rapids	31	$15,544.45 	$8,230.45 	$6,682.19 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	230239	CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL	500 OSBORN BLVD	SAULT SAINTE MA	MI	49783	MI - Petoskey	15	$12,397.20 	$9,161.00 	$8,268.20 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	230241	ST JOHN RIVER DISTRICT HOSPITAL	4100 RIVER RD	EAST CHINA	MI	48054	MI - Detroit	15	$11,060.00 	$6,445.66 	$5,544.33 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	230244	GARDEN CITY HOSPITAL	6245 INKSTER RD	GARDEN CITY	MI	48135	MI - Dearborn	45	$14,096.82 	$8,331.46 	$7,458.13 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	230254	CRITTENTON HOSPITAL MEDICAL CENTER	1101 W UNIVERSITY DRIVE	ROCHESTER	MI	48307	MI - Royal Oak	50	$19,000.00 	$6,954.42 	$5,964.02 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	230259	CHELSEA COMMUNITY HOSPITAL	775 S MAIN ST	CHELSEA	MI	48118	MI - Ann Arbor	16	$16,840.43 	$6,762.06 	$5,638.06 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	230269	WILLIAM BEAUMONT HOSPITAL-TROY	44201 DEQUINDRE ROAD	TROY	MI	48085	MI - Royal Oak	80	$25,331.33 	$7,038.73 	$5,993.16 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	230270	OAKWOOD HERITAGE HOSPITAL	10000 TELEGRAPH ROAD	TAYLOR	MI	48180	MI - Dearborn	17	$21,286.05 	$6,887.35 	$6,079.64 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	230273	DETROIT RECEIVING HOSPITAL & UNIV HEALTH CENTER	4201 ST ANTOINE ST - 3M	DETROIT	MI	48201	MI - Detroit	49	$39,802.48 	$11,539.65 	$10,655.40 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	230277	HURON VALLEY-SINAI HOSPITAL	ONE WILLIAM CARLS DRIVE	COMMERCE TOWNSH	MI	48382	MI - Pontiac	31	$18,902.70 	$7,618.22 	$6,641.58 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	230302	HENRY FORD WEST BLOOMFIELD HOSPITAL	6777 WEST MAPLE ROAD	W BLOOMFIELD	MI	48322	MI - Royal Oak	40	$26,578.77 	$6,248.67 	$5,491.77 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	240001	NORTH MEMORIAL MEDICAL CENTER	3300 OAKDALE NORTH	ROBBINSDALE	MN	55422	MN - Minneapolis	100	$29,144.32 	$7,531.05 	$6,414.30 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	240002	ESSENTIA HEALTH ST MARY'S MEDICAL CENTER	407 E 3RD ST	DULUTH	MN	55805	MN - Duluth	51	$20,460.72 	$7,830.05 	$6,817.92 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	240004	HENNEPIN COUNTY MEDICAL CENTER	701 PARK AVENUE	MINNEAPOLIS	MN	55415	MN - Minneapolis	28	$35,677.85 	$13,494.10 	$12,648.57 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	240010	MAYO CLINIC - SAINT MARYS HOSPITAL	1216 SECOND STREET WEST	ROCHESTER	MN	55902	MN - Rochester	173	$24,326.01 	$9,899.98 	$8,243.22 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	240030	DOUGLAS COUNTY HOSPITAL	111 17TH AVENUE EAST	ALEXANDRIA	MN	56308	MN - Minneapolis	12	$14,496.08 	$6,760.75 	$5,820.08 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	240036	ST CLOUD HOSPITAL	1406 6TH AVE NORTH	SAINT CLOUD	MN	56303	MN - St. Cloud	84	$23,624.25 	$8,840.09 	$7,573.42 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	240038	UNITED HOSPITAL	333 NORTH SMITH	SAINT PAUL	MN	55102	MN - St. Paul	69	$36,224.49 	$7,647.42 	$6,444.27 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	240040	UNIVERSITY MEDICAL CENTER-MESABI/ MESABA CLINICS	750 EAST 34TH ST	HIBBING	MN	55746	MN - Minneapolis	19	$12,936.57 	$7,746.52 	$6,679.15 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	240043	MAYO CLINIC HEALTH SYSTEM - ALBERT LEA	404 WEST FOUNTAIN STREET	ALBERT LEA	MN	56007	MN - Rochester	15	$13,981.13 	$6,831.26 	$5,936.33 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	240047	ST LUKES HOSPITAL	915 E 1ST ST	DULUTH	MN	55805	MN - Duluth	43	$11,036.72 	$7,244.00 	$6,130.51 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	240050	FAIRVIEW LAKES  HEALTH SERVICES	5200 FAIRVIEW BOULEVARD	WYOMING	MN	55092	MN - Minneapolis	15	$19,853.80 	$7,126.60 	$6,300.73 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	240052	LAKE REGION HEALTHCARE CORPORATION	712 SOUTH CASCADE	FERGUS FALLS	MN	56537	ND - Fargo/Moorhead MN	20	$15,475.70 	$5,950.90 	$5,331.50 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	240053	PARK NICOLLET METHODIST HOSPITAL	6500 EXCELSIOR BLVD	SAINT LOUIS PAR	MN	55426	MN - Minneapolis	95	$11,633.14 	$7,113.87 	$5,770.61 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	240056	RIDGEVIEW MEDICAL CENTER	500 SOUTH MAPLE STREET	WACONIA	MN	55387	MN - Minneapolis	25	$16,068.48 	$6,536.84 	$5,593.64 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	240057	ABBOTT NORTHWESTERN HOSPITAL	800 EAST 28TH STREET	MINNEAPOLIS	MN	55407	MN - Minneapolis	120	$33,238.40 	$8,397.28 	$6,537.17 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	240063	ST JOSEPH'S HOSPITAL	45 WEST 10TH STREET	SAINT PAUL	MN	55102	MN - St. Paul	78	$29,853.41 	$8,397.75 	$6,570.84 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	240064	GRAND ITASCA CLINIC AND HOSPITAL	1601 GOLF COURSE ROAD	GRAND RAPIDS	MN	55744	MN - Minneapolis	16	$9,696.68 	$6,531.12 	$5,619.37 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	240075	ESSENTIA HEALTH ST JOSEPH'S MEDICAL CENTER	523 NORTH 3RD STREET	BRAINERD	MN	56401	MN - Minneapolis	31	$16,487.80 	$7,010.61 	$6,245.83 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	240078	FAIRVIEW SOUTHDALE HOSPITAL	6401 FRANCE AVENUE SOUTH	EDINA	MN	55435	MN - Minneapolis	89	$22,720.78 	$6,612.16 	$5,471.53 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	240080	UNIVERSITY OF MINNESOTA  MEDICAL CENTER, FAIRVIEW	2450 RIVERSIDE AVENUE	MINNEAPOLIS	MN	55454	MN - Minneapolis	23	$33,601.30 	$11,138.60 	$10,064.17 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	240084	VIRGINIA REGIONAL MEDICAL CENTER	901 9TH STREET NORTH	VIRGINIA	MN	55792	MN - Duluth	14	$13,320.92 	$6,983.14 	$6,262.28 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	240088	RICE MEMORIAL HOSPITAL	301 BECKER AVE SW	WILLMAR	MN	56201	MN - Minneapolis	12	$15,910.58 	$8,472.00 	$7,722.66 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	240093	MAYO CLINIC HEALTH SYSTEM - MANKATO	1025 MARSH STREET BOX 8673	MANKATO	MN	56002	MN - Minneapolis	34	$20,873.29 	$8,585.85 	$6,247.23 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	240100	SANFORD BEMIDJI MEDICAL CENTER	1300 ANNE ST NW	BEMIDJI	MN	56601	ND - Fargo/Moorhead MN	19	$18,821.21 	$7,615.52 	$5,444.78 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	240104	ST FRANCIS REGIONAL MEDICAL CENTER	1455 ST FRANCIS AVENUE	SHAKOPEE	MN	55379	MN - Minneapolis	17	$26,250.17 	$7,047.70 	$6,052.64 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	240106	REGIONS HOSPITAL	640 JACKSON STREET	SAINT PAUL	MN	55101	MN - St. Paul	79	$28,671.06 	$9,688.89 	$8,697.07 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	240115	MERCY HOSPITAL	4050 COON RAPIDS BLVD	COON RAPIDS	MN	55433	MN - Minneapolis	73	$29,674.90 	$7,465.45 	$6,199.24 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	240117	MAYO CLINIC HEALTH SYSTEM - AUSTIN	1000 FIRST DRIVE NORTHWEST	AUSTIN	MN	55912	MN - Rochester	11	$15,012.90 	$6,887.27 	$5,966.90 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	240132	UNITY HOSPITAL	550 OSBORNE ROAD	FRIDLEY	MN	55432	MN - Minneapolis	19	$26,079.78 	$6,732.00 	$5,846.73 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	240166	MAYO CLINIC HEALTH SYSTEM - FAIRMONT	835 JOHNSON STREET, PO BOX 835	FAIRMONT	MN	56031	MN - Minneapolis	12	$15,741.75 	$9,160.41 	$8,408.50 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	240207	FAIRVIEW RIDGES HOSPITAL	201 EAST NICOLLET BOULEVARD	BURNSVILLE	MN	55337	MN - Minneapolis	19	$28,264.63 	$9,982.94 	$6,137.47 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	240210	HEALTHEAST ST JOHN'S HOSPITAL	1575 BEAM AVENUE	MAPLEWOOD	MN	55109	MN - St. Paul	41	$24,038.02 	$7,537.53 	$6,063.85 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	240213	HEALTHEAST WOODWINDS HOSPITAL	1925 WOODWINDS DRIVE	WOODBURY	MN	55125	MN - St. Paul	11	$30,101.54 	$8,766.36 	$5,569.45 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	250001	UNIVERSITY OF MISSISSIPPI MED CENTER	2500 N STATE ST	JACKSON	MS	39216	MS - Jackson	88	$26,318.98 	$9,643.05 	$8,605.86 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	250002	TISHOMINGO HEALTH SERVICES INC	1777 CURTIS DRIVE	IUKA	MS	38852	AL - Birmingham	11	$15,081.00 	$5,886.54 	$5,297.72 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	250004	NORTH MISSISSIPPI MEDICAL CENTER	830 S GLOSTER	TUPELO	MS	38801	MS - Tupelo	151	$19,595.95 	$6,918.48 	$5,953.57 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	250007	BILOXI REGIONAL MEDICAL CENTER	PO BOX 128/150 REYNOIR STREET	BILOXI	MS	39533	MS - Gulfport	18	$54,865.22 	$7,160.00 	$6,532.88 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	250009	MAGNOLIA REGIONAL HEALTH CENTER	611 ALCORN DRIVE	CORINTH	MS	38834	TN - Memphis	41	$43,586.17 	$6,634.68 	$5,759.75 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	250010	TIPPAH COUNTY HOSPITAL	1005 HWY 15 N	RIPLEY	MS	38663	TN - Memphis	15	$8,513.20 	$7,243.86 	$6,719.86 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	250015	GRENADA LAKE MEDICAL CENTER	960 AVENT DRIVE	GRENADA	MS	38901	MS - Oxford	29	$18,381.75 	$6,412.55 	$5,101.41 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	250019	MEMORIAL HOSPITAL AT GULFPORT	4500 13TH ST-P O BOX 1810	GULFPORT	MS	39502	MS - Gulfport	84	$40,381.98 	$6,863.19 	$5,953.28 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	250025	GILMORE MEMORIAL HOSPITAL	1105 EARL FRYE BLVD	AMORY	MS	38821	MS - Tupelo	23	$22,925.73 	$6,054.43 	$5,124.86 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	250031	RIVER REGION HEALTH SYSTEM	2100 HWY 61 N	VICKSBURG	MS	39183	MS - Jackson	44	$36,929.11 	$7,270.61 	$6,400.25 
